id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,front_sprite,back_sprite
498,Tepig,Fire,,65,63,45,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/498.png
499,Pignite,Fire,Fighting,90,93,55,70,55,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/499.png
500,Emboar,Fire,Fighting,110,123,65,100,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/500.png
501,Oshawott,Water,,55,55,45,63,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/501.png
502,Dewott,Water,,75,75,60,83,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/502.png
503,Samurott,Water,,95,100,85,108,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/503.png
504,Patrat,Normal,,45,55,39,35,39,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/504.png
505,Watchog,Normal,,60,85,69,60,69,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/505.png
506,Lillipup,Normal,,45,60,45,25,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/506.png
507,Herdier,Normal,,65,80,65,35,65,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/507.png
508,Stoutland,Normal,,85,110,90,45,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/508.png
509,Purrloin,Dark,,41,50,37,50,37,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/509.png
510,Liepard,Dark,,64,88,50,88,50,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/510.png
511,Pansage,Grass,,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/511.png
512,Simisage,Grass,,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/512.png
513,Pansear,Fire,,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/513.png
514,Simisear,Fire,,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/514.png
515,Panpour,Water,,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/515.png
516,Simipour,Water,,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/516.png
517,Munna,Psychic,,76,25,45,67,55,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/517.png
518,Musharna,Psychic,,116,55,85,107,95,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/518.png
519,Pidove,Normal,Flying,50,55,50,36,30,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/519.png
520,Tranquill,Normal,Flying,62,77,62,50,42,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/520.png
521,Unfezant,Normal,Flying,80,115,80,65,55,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/521.png
522,Blitzle,Electric,,45,60,32,50,32,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/522.png
523,Zebstrika,Electric,,75,100,63,80,63,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/523.png
524,Roggenrola,Rock,,55,75,85,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/524.png
525,Boldore,Rock,,70,105,105,50,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/525.png
526,Gigalith,Rock,,85,135,130,60,80,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/526.png
527,Woobat,Psychic,Flying,65,45,43,55,43,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/527.png
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/528.png
529,Drilbur,Ground,,60,85,40,30,45,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/529.png
530,Excadrill,Ground,Steel,110,135,60,50,65,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/530.png
531,Audino,Normal,,103,60,86,60,86,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/531.png
532,Timburr,Fighting,,75,80,55,25,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/532.png
533,Gurdurr,Fighting,,85,105,85,40,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/533.png
534,Conkeldurr,Fighting,,105,140,95,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/534.png
535,Tympole,Water,,50,50,40,50,40,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/535.png
536,Palpitoad,Water,Ground,75,65,55,65,55,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/536.png
537,Seismitoad,Water,Ground,105,95,75,85,75,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/537.png
538,Throh,Fighting,,120,100,85,30,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/538.png
539,Sawk,Fighting,,75,125,75,30,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/539.png
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/540.png
541,Swadloon,Bug,Grass,55,63,90,50,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/541.png
542,Leavanny,Bug,Grass,75,103,80,70,80,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/542.png
543,Venipede,Bug,Poison,30,45,59,30,39,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/543.png
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/544.png
545,Scolipede,Bug,Poison,60,100,89,55,69,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/545.png
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/546.png
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/547.png
548,Petilil,Grass,,45,35,50,70,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/548.png
549,Lilligant,Grass,,70,60,75,110,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/549.png
550,Basculin,Water,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/550.png
551,Sandile,Ground,Dark,50,72,35,35,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/551.png
552,Krokorok,Ground,Dark,60,82,45,45,45,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/552.png
553,Krookodile,Ground,Dark,95,117,80,65,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/553.png
554,Darumaka,Fire,,70,90,45,15,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/554.png
555,Darmanitan,Fire,,105,140,55,30,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/555.png
556,Maractus,Grass,,75,86,67,106,67,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/556.png
557,Dwebble,Bug,Rock,50,65,85,35,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/557.png
558,Crustle,Bug,Rock,70,105,125,65,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/558.png
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/559.png
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/560.png
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/561.png
562,Yamask,Ghost,,38,30,85,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/562.png
563,Cofagrigus,Ghost,,58,50,145,95,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/563.png
564,Tirtouga,Water,Rock,54,78,103,53,45,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/564.png
565,Carracosta,Water,Rock,74,108,133,83,65,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/565.png
566,Archen,Rock,Flying,55,112,45,74,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/566.png
567,Archeops,Rock,Flying,75,140,65,112,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/567.png
568,Trubbish,Poison,,50,50,62,40,62,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/568.png
569,Garbodor,Poison,,80,95,82,60,82,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/569.png
570,Zorua,Dark,,40,65,40,80,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/570.png
571,Zoroark,Dark,,60,105,60,120,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/571.png
572,Minccino,Normal,,55,50,40,40,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/572.png
573,Cinccino,Normal,,75,95,60,65,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/573.png
574,Gothita,Psychic,,45,30,50,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/574.png
575,Gothorita,Psychic,,60,45,70,75,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/575.png
576,Gothitelle,Psychic,,70,55,95,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/576.png
577,Solosis,Psychic,,45,30,40,105,50,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/577.png
578,Duosion,Psychic,,65,40,50,125,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/578.png
579,Reuniclus,Psychic,,110,65,75,125,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/579.png
580,Ducklett,Water,Flying,62,44,50,44,50,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/580.png
581,Swanna,Water,Flying,75,87,63,87,63,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/581.png
582,Vanillite,Ice,,36,50,50,65,60,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/582.png
583,Vanillish,Ice,,51,65,65,80,75,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/583.png
584,Vanilluxe,Ice,,71,95,85,110,95,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/584.png
585,Deerling,Normal,Grass,60,60,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/585.png
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/586.png
587,Emolga,Electric,Flying,55,75,60,75,60,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/587.png
588,Karrablast,Bug,,50,75,45,40,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/588.png
589,Escavalier,Bug,Steel,70,135,105,60,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/589.png
590,Foongus,Grass,Poison,69,55,45,55,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/590.png
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/591.png
592,Frillish,Water,Ghost,55,40,50,65,85,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/592.png
593,Jellicent,Water,Ghost,100,60,70,85,105,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/593.png
594,Alomomola,Water,,165,75,80,40,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/594.png
595,Joltik,Bug,Electric,50,47,50,57,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/595.png
596,Galvantula,Bug,Electric,70,77,60,97,60,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/596.png
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/597.png
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/598.png
599,Klink,Steel,,40,55,70,45,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/599.png
600,Klang,Steel,,60,80,95,70,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/600.png
601,Klinklang,Steel,,60,100,115,70,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/601.png
602,Tynamo,Electric,,35,55,40,45,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/602.png
603,Eelektrik,Electric,,65,85,70,75,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/603.png
604,Eelektross,Electric,,85,115,80,105,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/604.png
605,Elgyem,Psychic,,55,55,55,85,55,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/605.png
606,Beheeyem,Psychic,,75,75,75,125,95,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/606.png
607,Litwick,Ghost,Fire,50,30,55,65,55,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/607.png
608,Lampent,Ghost,Fire,60,40,60,95,60,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/608.png
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/609.png
610,Axew,Dragon,,46,87,60,30,40,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/610.png
611,Fraxure,Dragon,,66,117,70,40,50,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/611.png
612,Haxorus,Dragon,,76,147,90,60,70,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/612.png
613,Cubchoo,Ice,,55,70,40,60,40,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/613.png
614,Beartic,Ice,,95,130,80,70,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/614.png
615,Cryogonal,Ice,,80,50,50,95,135,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/615.png
616,Shelmet,Bug,,50,40,85,40,65,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/616.png
617,Accelgor,Bug,,80,70,40,100,60,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/617.png
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/618.png
619,Mienfoo,Fighting,,45,85,50,55,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/619.png
620,Mienshao,Fighting,,65,125,60,95,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/620.png
621,Druddigon,Dragon,,77,120,90,60,90,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/621.png
622,Golett,Ground,Ghost,59,74,50,35,50,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/622.png
623,Golurk,Ground,Ghost,89,124,80,55,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/623.png
624,Pawniard,Dark,Steel,45,85,70,40,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/624.png
625,Bisharp,Dark,Steel,65,125,100,60,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/625.png
626,Bouffalant,Normal,,95,110,95,40,95,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/626.png
