pokemon_id,pokemon_name,move_id,move_name,learn_method,level_learned_at,source_version_group
398,Staraptor,36,Take Down,level-up,33,diamond-pearl
398,Staraptor,38,Double-Edge,level-up,29,legends-arceus
398,Staraptor,98,Quick Attack,level-up,1,sun-moon
398,Staraptor,332,Aerial Ace,level-up,9,legends-arceus
398,Staraptor,370,Close Combat,level-up,0,sun-moon
398,Staraptor,403,Air Slash,level-up,15,legends-arceus
398,Staraptor,413,Brave Bird,level-up,37,legends-arceus
398,Staraptor,416,Giga Impact,level-up,47,legends-arceus
399,Bidoof,29,Headbutt,level-up,13,sun-moon
399,Bidoof,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
399,Bidoof,36,Take Down,level-up,29,sun-moon
399,Bidoof,38,Double-Edge,level-up,40,legends-arceus
399,Bidoof,44,Bite,level-up,10,legends-arceus
399,Bidoof,158,Hyper Fang,level-up,17,sun-moon
399,Bidoof,205,Rollout,level-up,1,legends-arceus
399,Bidoof,242,Crunch,level-up,23,legends-arceus
399,Bidoof,276,Superpower,level-up,41,diamond-pearl
400,Bibarel,29,Headbutt,level-up,13,sun-moon
400,Bibarel,33,Tackle,level-up,1,sun-moon
400,Bibarel,36,Take Down,level-up,33,sun-moon
400,Bibarel,38,Double-Edge,level-up,40,legends-arceus
400,Bibarel,44,Bite,level-up,10,legends-arceus
400,Bibarel,55,Water Gun,level-up,0,sun-moon
400,Bibarel,158,Hyper Fang,level-up,18,sun-moon
400,Bibarel,205,Rollout,level-up,1,legends-arceus
400,Bibarel,242,Crunch,level-up,23,legends-arceus
400,Bibarel,276,Superpower,level-up,48,diamond-pearl
400,Bibarel,352,Water Pulse,level-up,0,legends-arceus
400,Bibarel,401,Aqua Tail,level-up,23,legends-arceus
400,Bibarel,453,Aqua Jet,level-up,1,sun-moon
401,Kricketot,1,Pound,level-up,1,brilliant-diamond-shining-pearl
401,Kricketot,33,Tackle,level-up,1,scarlet-violet
401,Kricketot,71,Absorb,level-up,1,legends-arceus
401,Kricketot,450,Bug Bite,level-up,16,platinum
401,Kricketot,522,Struggle Bug,level-up,6,black-white
402,Kricketune,1,Pound,level-up,1,brilliant-diamond-shining-pearl
402,Kricketune,33,Tackle,level-up,1,scarlet-violet
402,Kricketune,71,Absorb,level-up,1,legends-arceus
402,Kricketune,141,Leech Life,level-up,14,diamond-pearl
402,Kricketune,163,Slash,level-up,15,legends-arceus
402,Kricketune,210,Fury Cutter,level-up,0,sun-moon
402,Kricketune,332,Aerial Ace,level-up,9,legends-arceus
402,Kricketune,400,Night Slash,level-up,21,legends-arceus
402,Kricketune,404,X-Scissor,level-up,26,diamond-pearl
402,Kricketune,405,Bug Buzz,level-up,34,diamond-pearl
402,Kricketune,450,Bug Bite,level-up,1,brilliant-diamond-shining-pearl
402,Kricketune,522,Struggle Bug,level-up,1,brilliant-diamond-shining-pearl
402,Kricketune,565,Fell Stinger,level-up,36,x-y
403,Shinx,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
403,Shinx,44,Bite,level-up,9,legends-arceus
403,Shinx,84,Thunder Shock,level-up,4,sword-shield
403,Shinx,87,Thunder,level-up,47,legends-arceus
403,Shinx,98,Quick Attack,level-up,1,legends-arceus
403,Shinx,209,Spark,level-up,13,platinum
403,Shinx,242,Crunch,level-up,29,diamond-pearl
403,Shinx,422,Thunder Fang,level-up,15,legends-arceus
403,Shinx,435,Discharge,level-up,40,sword-shield
403,Shinx,521,Volt Switch,level-up,24,sword-shield
403,Shinx,528,Wild Charge,level-up,37,legends-arceus
404,Luxio,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
404,Luxio,44,Bite,level-up,9,legends-arceus
404,Luxio,84,Thunder Shock,level-up,1,brilliant-diamond-shining-pearl
404,Luxio,87,Thunder,level-up,47,legends-arceus
404,Luxio,98,Quick Attack,level-up,1,legends-arceus
404,Luxio,209,Spark,level-up,13,platinum
404,Luxio,242,Crunch,level-up,29,legends-arceus
404,Luxio,422,Thunder Fang,level-up,15,legends-arceus
404,Luxio,435,Discharge,level-up,48,diamond-pearl
404,Luxio,521,Volt Switch,level-up,31,sword-shield
404,Luxio,528,Wild Charge,level-up,37,legends-arceus
405,Luxray,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
405,Luxray,44,Bite,level-up,9,legends-arceus
405,Luxray,84,Thunder Shock,level-up,1,brilliant-diamond-shining-pearl
405,Luxray,87,Thunder,level-up,47,legends-arceus
405,Luxray,98,Quick Attack,level-up,1,legends-arceus
405,Luxray,209,Spark,level-up,13,platinum
405,Luxray,242,Crunch,level-up,29,legends-arceus
405,Luxray,422,Thunder Fang,level-up,15,legends-arceus
405,Luxray,435,Discharge,level-up,56,diamond-pearl
405,Luxray,521,Volt Switch,level-up,33,sword-shield
405,Luxray,528,Wild Charge,level-up,37,legends-arceus
406,Budew,40,Poison Sting,level-up,1,legends-arceus
406,Budew,71,Absorb,level-up,1,sword-shield
406,Budew,72,Mega Drain,level-up,13,diamond-pearl
406,Budew,80,Petal Dance,level-up,52,legends-arceus
406,Budew,398,Poison Jab,level-up,34,legends-arceus
406,Budew,412,Energy Ball,level-up,43,legends-arceus
406,Budew,474,Venoshock,level-up,25,legends-arceus
407,Roserade,40,Poison Sting,level-up,1,brilliant-diamond-shining-pearl
407,Roserade,71,Absorb,level-up,1,sword-shield
407,Roserade,72,Mega Drain,level-up,1,brilliant-diamond-shining-pearl
407,Roserade,80,Petal Dance,level-up,1,sword-shield
407,Roserade,202,Giga Drain,level-up,1,sword-shield
407,Roserade,311,Weather Ball,level-up,1,x-y
407,Roserade,345,Magical Leaf,level-up,1,brilliant-diamond-shining-pearl
407,Roserade,398,Poison Jab,level-up,34,legends-arceus
407,Roserade,412,Energy Ball,level-up,43,legends-arceus
407,Roserade,474,Venoshock,level-up,25,legends-arceus
407,Roserade,572,Petal Blizzard,level-up,1,sword-shield
408,Cranidos,21,Slam,level-up,28,scarlet-violet
408,Cranidos,29,Headbutt,level-up,1,diamond-pearl
408,Cranidos,33,Tackle,level-up,1,legends-arceus
408,Cranidos,36,Take Down,level-up,15,diamond-pearl
408,Cranidos,38,Double-Edge,level-up,37,legends-arceus
408,Cranidos,44,Bite,level-up,9,legends-arceus
408,Cranidos,157,Rock Slide,level-up,15,legends-arceus
408,Cranidos,228,Pursuit,level-up,10,diamond-pearl
408,Cranidos,242,Crunch,level-up,29,legends-arceus
408,Cranidos,246,Ancient Power,level-up,5,legends-arceus
408,Cranidos,249,Rock Smash,level-up,10,scarlet-violet
408,Cranidos,372,Assurance,level-up,24,diamond-pearl
408,Cranidos,428,Zen Headbutt,level-up,33,diamond-pearl
408,Cranidos,442,Iron Head,level-up,21,legends-arceus
408,Cranidos,457,Head Smash,level-up,43,diamond-pearl
408,Cranidos,498,Chip Away,level-up,28,black-white
409,Rampardos,21,Slam,level-up,28,scarlet-violet
409,Rampardos,29,Headbutt,level-up,1,brilliant-diamond-shining-pearl
409,Rampardos,33,Tackle,level-up,1,legends-arceus
409,Rampardos,36,Take Down,level-up,15,diamond-pearl
409,Rampardos,38,Double-Edge,level-up,37,legends-arceus
409,Rampardos,44,Bite,level-up,9,legends-arceus
409,Rampardos,157,Rock Slide,level-up,15,legends-arceus
409,Rampardos,228,Pursuit,level-up,1,sun-moon
409,Rampardos,242,Crunch,level-up,29,legends-arceus
409,Rampardos,246,Ancient Power,level-up,5,legends-arceus
409,Rampardos,249,Rock Smash,level-up,10,scarlet-violet
409,Rampardos,372,Assurance,level-up,24,diamond-pearl
409,Rampardos,428,Zen Headbutt,level-up,36,diamond-pearl
409,Rampardos,442,Iron Head,level-up,21,legends-arceus
409,Rampardos,457,Head Smash,level-up,47,legends-arceus
409,Rampardos,498,Chip Away,level-up,28,black-white
410,Shieldon,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
410,Shieldon,36,Take Down,level-up,15,diamond-pearl
410,Shieldon,38,Double-Edge,level-up,47,legends-arceus
410,Shieldon,157,Rock Slide,level-up,15,legends-arceus
410,Shieldon,246,Ancient Power,level-up,5,legends-arceus
410,Shieldon,414,Earth Power,level-up,29,legends-arceus
410,Shieldon,442,Iron Head,level-up,21,legends-arceus
411,Bastiodon,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
411,Bastiodon,36,Take Down,level-up,15,diamond-pearl
411,Bastiodon,38,Double-Edge,level-up,47,legends-arceus
411,Bastiodon,157,Rock Slide,level-up,15,legends-arceus
411,Bastiodon,246,Ancient Power,level-up,5,legends-arceus
411,Bastiodon,414,Earth Power,level-up,29,legends-arceus
411,Bastiodon,442,Iron Head,level-up,21,legends-arceus
412,Burmy,33,Tackle,level-up,10,diamond-pearl
412,Burmy,237,Hidden Power,level-up,20,diamond-pearl
412,Burmy,450,Bug Bite,level-up,15,platinum
412,Burmy,522,Struggle Bug,level-up,1,legends-arceus
413,Wormadam,16,Gust,level-up,6,legends-arceus
413,Wormadam,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
413,Wormadam,60,Psybeam,level-up,32,diamond-pearl
413,Wormadam,75,Razor Leaf,level-up,26,diamond-pearl
413,Wormadam,93,Confusion,level-up,11,legends-arceus
413,Wormadam,94,Psychic,level-up,34,legends-arceus
413,Wormadam,237,Hidden Power,level-up,20,diamond-pearl
413,Wormadam,318,Silver Wind,level-up,18,legends-arceus
413,Wormadam,389,Sucker Punch,level-up,1,brilliant-diamond-shining-pearl
413,Wormadam,405,Bug Buzz,level-up,43,legends-arceus
413,Wormadam,412,Energy Ball,level-up,25,legends-arceus
413,Wormadam,437,Leaf Storm,level-up,47,diamond-pearl
413,Wormadam,450,Bug Bite,level-up,1,sun-moon
413,Wormadam,522,Struggle Bug,level-up,1,legends-arceus
413,Wormadam,611,Infestation,level-up,35,brilliant-diamond-shining-pearl
414,Mothim,16,Gust,level-up,6,legends-arceus
414,Mothim,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
414,Mothim,60,Psybeam,level-up,32,diamond-pearl
414,Mothim,93,Confusion,level-up,11,legends-arceus
414,Mothim,94,Psychic,level-up,34,legends-arceus
414,Mothim,237,Hidden Power,level-up,20,diamond-pearl
414,Mothim,318,Silver Wind,level-up,18,legends-arceus
414,Mothim,403,Air Slash,level-up,25,legends-arceus
414,Mothim,405,Bug Buzz,level-up,43,legends-arceus
414,Mothim,450,Bug Bite,level-up,1,sun-moon
414,Mothim,522,Struggle Bug,level-up,1,legends-arceus
414,Mothim,679,Lunge,level-up,47,sun-moon
415,Combee,16,Gust,level-up,1,diamond-pearl
415,Combee,405,Bug Buzz,level-up,29,black-2-white-2
415,Combee,450,Bug Bite,level-up,1,sword-shield
415,Combee,522,Struggle Bug,level-up,1,scarlet-violet
416,Vespiquen,16,Gust,level-up,1,sun-moon
416,Vespiquen,40,Poison Sting,level-up,1,sun-moon
416,Vespiquen,42,Pin Missile,level-up,11,legends-arceus
416,Vespiquen,154,Fury Swipes,level-up,13,black-2-white-2
416,Vespiquen,163,Slash,level-up,0,sun-moon
416,Vespiquen,210,Fury Cutter,level-up,4,sword-shield
416,Vespiquen,228,Pursuit,level-up,9,black-2-white-2
416,Vespiquen,318,Silver Wind,level-up,18,legends-arceus
416,Vespiquen,403,Air Slash,level-up,28,sword-shield
416,Vespiquen,405,Bug Buzz,level-up,43,legends-arceus
416,Vespiquen,408,Power Gem,level-up,21,diamond-pearl
416,Vespiquen,450,Bug Bite,level-up,1,sword-shield
416,Vespiquen,454,Attack Order,level-up,37,diamond-pearl
416,Vespiquen,522,Struggle Bug,level-up,1,brilliant-diamond-shining-pearl
416,Vespiquen,565,Fell Stinger,level-up,1,sun-moon
417,Pachirisu,44,Bite,level-up,9,legends-arceus
417,Pachirisu,84,Thunder Shock,level-up,1,scarlet-violet
417,Pachirisu,87,Thunder,level-up,47,legends-arceus
417,Pachirisu,98,Quick Attack,level-up,1,legends-arceus
417,Pachirisu,129,Swift,level-up,21,diamond-pearl
417,Pachirisu,158,Hyper Fang,level-up,49,black-white
417,Pachirisu,209,Spark,level-up,13,diamond-pearl
417,Pachirisu,242,Crunch,level-up,29,legends-arceus
417,Pachirisu,387,Last Resort,level-up,37,diamond-pearl
417,Pachirisu,435,Discharge,level-up,29,diamond-pearl
417,Pachirisu,609,Nuzzle,level-up,19,x-y
418,Buizel,13,Razor Wind,level-up,35,black-2-white-2
418,Buizel,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
418,Buizel,44,Bite,level-up,18,brilliant-diamond-shining-pearl
418,Buizel,55,Water Gun,level-up,6,diamond-pearl
418,Buizel,56,Hydro Pump,level-up,43,legends-arceus
418,Buizel,98,Quick Attack,level-up,1,legends-arceus
418,Buizel,127,Waterfall,level-up,35,brilliant-diamond-shining-pearl
418,Buizel,129,Swift,level-up,11,legends-arceus
418,Buizel,228,Pursuit,level-up,10,diamond-pearl
418,Buizel,250,Whirlpool,level-up,31,black-2-white-2
418,Buizel,352,Water Pulse,level-up,18,legends-arceus
418,Buizel,401,Aqua Tail,level-up,34,legends-arceus
418,Buizel,453,Aqua Jet,level-up,6,legends-arceus
418,Buizel,458,Double Hit,level-up,25,legends-arceus
418,Buizel,710,Liquidation,level-up,35,scarlet-violet
418,Buizel,834,Wave Crash,level-up,49,scarlet-violet
419,Floatzel,13,Razor Wind,level-up,41,black-2-white-2
419,Floatzel,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
419,Floatzel,44,Bite,level-up,18,brilliant-diamond-shining-pearl
419,Floatzel,55,Water Gun,level-up,6,diamond-pearl
419,Floatzel,56,Hydro Pump,level-up,43,legends-arceus
419,Floatzel,98,Quick Attack,level-up,1,black-2-white-2
419,Floatzel,127,Waterfall,level-up,41,brilliant-diamond-shining-pearl
419,Floatzel,129,Swift,level-up,11,legends-arceus
419,Floatzel,228,Pursuit,level-up,10,diamond-pearl
419,Floatzel,242,Crunch,level-up,1,scarlet-violet
419,Floatzel,250,Whirlpool,level-up,35,black-2-white-2
419,Floatzel,352,Water Pulse,level-up,18,legends-arceus
419,Floatzel,401,Aqua Tail,level-up,34,legends-arceus
419,Floatzel,423,Ice Fang,level-up,1,scarlet-violet
419,Floatzel,453,Aqua Jet,level-up,6,legends-arceus
419,Floatzel,458,Double Hit,level-up,25,legends-arceus
419,Floatzel,710,Liquidation,level-up,41,scarlet-violet
419,Floatzel,834,Wave Crash,level-up,62,scarlet-violet
420,Cherubi,33,Tackle,level-up,1,black-white
420,Cherubi,36,Take Down,level-up,30,sword-shield
420,Cherubi,38,Double-Edge,level-up,37,legends-arceus
420,Cherubi,71,Absorb,level-up,1,legends-arceus
420,Cherubi,76,Solar Beam,level-up,37,diamond-pearl
420,Cherubi,80,Petal Dance,level-up,47,legends-arceus
420,Cherubi,345,Magical Leaf,level-up,19,diamond-pearl
420,Cherubi,412,Energy Ball,level-up,21,legends-arceus
420,Cherubi,572,Petal Blizzard,level-up,35,sword-shield
420,Cherubi,577,Draining Kiss,level-up,15,legends-arceus
420,Cherubi,670,Leafage,level-up,5,sword-shield
421,Cherrim,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
421,Cherrim,36,Take Down,level-up,34,sword-shield
421,Cherrim,38,Double-Edge,level-up,37,legends-arceus
421,Cherrim,71,Absorb,level-up,1,legends-arceus
421,Cherrim,76,Solar Beam,level-up,43,diamond-pearl
421,Cherrim,80,Petal Dance,level-up,0,sun-moon
421,Cherrim,345,Magical Leaf,level-up,19,diamond-pearl
421,Cherrim,412,Energy Ball,level-up,21,legends-arceus
421,Cherrim,572,Petal Blizzard,level-up,41,sword-shield
421,Cherrim,577,Draining Kiss,level-up,15,legends-arceus
421,Cherrim,670,Leafage,level-up,1,sword-shield
422,Shellos,33,Tackle,level-up,5,legends-arceus
422,Shellos,34,Body Slam,level-up,25,sword-shield
422,Shellos,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
422,Shellos,56,Hydro Pump,level-up,47,legends-arceus
422,Shellos,189,Mud-Slap,level-up,1,sword-shield
422,Shellos,237,Hidden Power,level-up,16,diamond-pearl
422,Shellos,246,Ancient Power,level-up,15,legends-arceus
422,Shellos,330,Muddy Water,level-up,31,sword-shield
422,Shellos,352,Water Pulse,level-up,7,diamond-pearl
422,Shellos,414,Earth Power,level-up,29,legends-arceus
422,Shellos,426,Mud Bomb,level-up,11,diamond-pearl
423,Gastrodon,33,Tackle,level-up,5,legends-arceus
423,Gastrodon,34,Body Slam,level-up,25,sword-shield
423,Gastrodon,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
423,Gastrodon,56,Hydro Pump,level-up,47,legends-arceus
423,Gastrodon,189,Mud-Slap,level-up,1,scarlet-violet
423,Gastrodon,237,Hidden Power,level-up,16,diamond-pearl
423,Gastrodon,246,Ancient Power,level-up,15,legends-arceus
423,Gastrodon,330,Muddy Water,level-up,33,sword-shield
423,Gastrodon,352,Water Pulse,level-up,1,diamond-pearl
423,Gastrodon,414,Earth Power,level-up,29,legends-arceus
423,Gastrodon,426,Mud Bomb,level-up,11,diamond-pearl
424,Ambipom,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
424,Ambipom,38,Double-Edge,level-up,43,legends-arceus
424,Ambipom,98,Quick Attack,level-up,1,legends-arceus
424,Ambipom,129,Swift,level-up,11,legends-arceus
424,Ambipom,154,Fury Swipes,level-up,18,diamond-pearl
424,Ambipom,231,Iron Tail,level-up,34,legends-arceus
424,Ambipom,310,Astonish,level-up,1,sun-moon
424,Ambipom,387,Last Resort,level-up,43,diamond-pearl
424,Ambipom,426,Mud Bomb,level-up,18,legends-arceus
424,Ambipom,458,Double Hit,level-up,25,legends-arceus
424,Ambipom,530,Dual Chop,level-up,1,brilliant-diamond-shining-pearl
425,Drifloon,16,Gust,level-up,4,sword-shield
425,Drifloon,93,Confusion,level-up,1,legends-arceus
425,Drifloon,120,Self-Destruct,level-up,29,sword-shield
425,Drifloon,132,Constrict,level-up,1,diamond-pearl
425,Drifloon,153,Explosion,level-up,43,diamond-pearl
425,Drifloon,247,Shadow Ball,level-up,20,sword-shield
425,Drifloon,310,Astonish,level-up,1,sword-shield
425,Drifloon,326,Extrasensory,level-up,29,legends-arceus
425,Drifloon,371,Payback,level-up,12,sword-shield
425,Drifloon,466,Ominous Wind,level-up,20,black-2-white-2
425,Drifloon,506,Hex,level-up,16,sword-shield
425,Drifloon,595,Mystical Fire,level-up,25,legends-arceus
426,Drifblim,16,Gust,level-up,1,x-y
426,Drifblim,93,Confusion,level-up,1,legends-arceus
426,Drifblim,120,Self-Destruct,level-up,31,sword-shield
426,Drifblim,132,Constrict,level-up,1,x-y
426,Drifblim,153,Explosion,level-up,51,diamond-pearl
426,Drifblim,247,Shadow Ball,level-up,20,sword-shield
426,Drifblim,310,Astonish,level-up,1,x-y
426,Drifblim,326,Extrasensory,level-up,29,legends-arceus
426,Drifblim,371,Payback,level-up,12,sword-shield
426,Drifblim,466,Ominous Wind,level-up,20,black-2-white-2
426,Drifblim,506,Hex,level-up,16,sword-shield
426,Drifblim,566,Phantom Force,level-up,0,sword-shield
426,Drifblim,595,Mystical Fire,level-up,25,legends-arceus
427,Buneary,1,Pound,level-up,1,sun-moon
427,Buneary,24,Double Kick,level-up,20,sword-shield
427,Buneary,26,Jump Kick,level-up,23,diamond-pearl
427,Buneary,29,Headbutt,level-up,32,sword-shield
427,Buneary,38,Double-Edge,level-up,40,legends-arceus
427,Buneary,98,Quick Attack,level-up,1,legends-arceus
427,Buneary,129,Swift,level-up,10,legends-arceus
427,Buneary,146,Dizzy Punch,level-up,36,diamond-pearl
427,Buneary,340,Bounce,level-up,46,diamond-pearl
427,Buneary,458,Double Hit,level-up,23,legends-arceus
427,Buneary,577,Draining Kiss,level-up,16,legends-arceus
427,Buneary,583,Play Rough,level-up,31,legends-arceus
428,Lopunny,1,Pound,level-up,1,sun-moon
428,Lopunny,24,Double Kick,level-up,20,sword-shield
428,Lopunny,26,Jump Kick,level-up,23,diamond-pearl
428,Lopunny,29,Headbutt,level-up,32,sword-shield
428,Lopunny,38,Double-Edge,level-up,40,legends-arceus
428,Lopunny,98,Quick Attack,level-up,1,legends-arceus
428,Lopunny,129,Swift,level-up,10,legends-arceus
428,Lopunny,136,High Jump Kick,level-up,56,sword-shield
428,Lopunny,146,Dizzy Punch,level-up,36,diamond-pearl
428,Lopunny,183,Mach Punch,level-up,1,legends-arceus
428,Lopunny,340,Bounce,level-up,1,sun-moon
428,Lopunny,370,Close Combat,level-up,40,legends-arceus
428,Lopunny,458,Double Hit,level-up,23,legends-arceus
428,Lopunny,577,Draining Kiss,level-up,16,legends-arceus
428,Lopunny,583,Play Rough,level-up,31,legends-arceus
429,Mismagius,60,Psybeam,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,93,Confusion,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,247,Shadow Ball,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,310,Astonish,level-up,1,omega-ruby-alpha-sapphire
429,Mismagius,326,Extrasensory,level-up,25,legends-arceus
429,Mismagius,345,Magical Leaf,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,371,Payback,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,408,Power Gem,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,425,Shadow Sneak,level-up,1,legends-arceus
429,Mismagius,506,Hex,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,566,Phantom Force,level-up,1,brilliant-diamond-shining-pearl
429,Mismagius,595,Mystical Fire,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,16,Gust,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,17,Wing Attack,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,64,Peck,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,228,Pursuit,level-up,1,x-y
430,Honchkrow,310,Astonish,level-up,1,x-y
430,Honchkrow,314,Air Cutter,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,332,Aerial Ace,level-up,18,legends-arceus
430,Honchkrow,372,Assurance,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,389,Sucker Punch,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,399,Dark Pulse,level-up,43,legends-arceus
430,Honchkrow,400,Night Slash,level-up,1,brilliant-diamond-shining-pearl
430,Honchkrow,403,Air Slash,level-up,30,legends-arceus
430,Honchkrow,413,Brave Bird,level-up,52,legends-arceus
430,Honchkrow,492,Foul Play,level-up,45,black-white
430,Honchkrow,555,Snarl,level-up,6,legends-arceus
430,Honchkrow,894,Comeuppance,level-up,65,scarlet-violet
431,Glameow,10,Scratch,level-up,5,diamond-pearl
431,Glameow,33,Tackle,level-up,1,legends-arceus
431,Glameow,38,Double-Edge,level-up,40,legends-arceus
431,Glameow,154,Fury Swipes,level-up,20,diamond-pearl
431,Glameow,163,Slash,level-up,16,legends-arceus
431,Glameow,185,Feint Attack,level-up,17,diamond-pearl
431,Glameow,252,Fake Out,level-up,1,diamond-pearl
431,Glameow,332,Aerial Ace,level-up,17,brilliant-diamond-shining-pearl
431,Glameow,389,Sucker Punch,level-up,41,diamond-pearl
431,Glameow,400,Night Slash,level-up,23,legends-arceus
431,Glameow,514,Retaliate,level-up,32,brilliant-diamond-shining-pearl
431,Glameow,583,Play Rough,level-up,31,legends-arceus
432,Purugly,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
432,Purugly,33,Tackle,level-up,1,legends-arceus
432,Purugly,34,Body Slam,level-up,45,diamond-pearl
432,Purugly,38,Double-Edge,level-up,40,legends-arceus
432,Purugly,154,Fury Swipes,level-up,20,diamond-pearl
432,Purugly,163,Slash,level-up,16,legends-arceus
432,Purugly,185,Feint Attack,level-up,17,diamond-pearl
432,Purugly,252,Fake Out,level-up,1,sun-moon
432,Purugly,332,Aerial Ace,level-up,17,brilliant-diamond-shining-pearl
432,Purugly,389,Sucker Punch,level-up,1,brilliant-diamond-shining-pearl
432,Purugly,400,Night Slash,level-up,23,legends-arceus
432,Purugly,514,Retaliate,level-up,32,brilliant-diamond-shining-pearl
432,Purugly,583,Play Rough,level-up,1,brilliant-diamond-shining-pearl
433,Chingling,33,Tackle,level-up,1,legends-arceus
433,Chingling,35,Wrap,level-up,1,diamond-pearl
433,Chingling,38,Double-Edge,level-up,43,legends-arceus
433,Chingling,93,Confusion,level-up,6,legends-arceus
433,Chingling,253,Uproar,level-up,17,diamond-pearl
433,Chingling,310,Astonish,level-up,7,omega-ruby-alpha-sapphire
433,Chingling,326,Extrasensory,level-up,25,legends-arceus
433,Chingling,387,Last Resort,level-up,16,omega-ruby-alpha-sapphire
433,Chingling,466,Ominous Wind,level-up,11,legends-arceus
434,Stunky,10,Scratch,level-up,1,sword-shield
434,Stunky,33,Tackle,level-up,1,legends-arceus
434,Stunky,38,Double-Edge,level-up,43,legends-arceus
434,Stunky,44,Bite,level-up,18,sword-shield
434,Stunky,153,Explosion,level-up,42,scarlet-violet
434,Stunky,154,Fury Swipes,level-up,9,sun-moon
434,Stunky,163,Slash,level-up,22,platinum
434,Stunky,364,Feint,level-up,3,sword-shield
434,Stunky,389,Sucker Punch,level-up,30,sword-shield
434,Stunky,398,Poison Jab,level-up,34,legends-arceus
434,Stunky,400,Night Slash,level-up,25,legends-arceus
434,Stunky,474,Venoshock,level-up,18,legends-arceus
434,Stunky,491,Acid Spray,level-up,6,legends-arceus
434,Stunky,562,Belch,level-up,39,sword-shield
435,Skuntank,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
435,Skuntank,33,Tackle,level-up,1,legends-arceus
435,Skuntank,38,Double-Edge,level-up,43,legends-arceus
435,Skuntank,44,Bite,level-up,18,sword-shield
435,Skuntank,53,Flamethrower,level-up,0,sun-moon
435,Skuntank,153,Explosion,level-up,45,sun-moon
435,Skuntank,154,Fury Swipes,level-up,9,sun-moon
435,Skuntank,163,Slash,level-up,22,platinum
435,Skuntank,364,Feint,level-up,1,sword-shield
435,Skuntank,389,Sucker Punch,level-up,30,sword-shield
435,Skuntank,398,Poison Jab,level-up,34,legends-arceus
435,Skuntank,400,Night Slash,level-up,25,legends-arceus
435,Skuntank,474,Venoshock,level-up,18,legends-arceus
435,Skuntank,491,Acid Spray,level-up,6,legends-arceus
435,Skuntank,562,Belch,level-up,43,sun-moon
436,Bronzor,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
436,Bronzor,93,Confusion,level-up,1,diamond-pearl
436,Bronzor,185,Feint Attack,level-up,21,black-2-white-2
436,Bronzor,248,Future Sight,level-up,29,black-2-white-2
436,Bronzor,326,Extrasensory,level-up,19,diamond-pearl
436,Bronzor,371,Payback,level-up,8,sword-shield
436,Bronzor,430,Flash Cannon,level-up,34,legends-arceus
436,Bronzor,506,Hex,level-up,18,legends-arceus
437,Bronzong,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
437,Bronzong,93,Confusion,level-up,1,sun-moon
437,Bronzong,185,Feint Attack,level-up,21,black-2-white-2
437,Bronzong,248,Future Sight,level-up,29,black-2-white-2
437,Bronzong,311,Weather Ball,level-up,1,brilliant-diamond-shining-pearl
437,Bronzong,326,Extrasensory,level-up,19,diamond-pearl
437,Bronzong,371,Payback,level-up,1,sword-shield
437,Bronzong,430,Flash Cannon,level-up,34,legends-arceus
437,Bronzong,506,Hex,level-up,18,legends-arceus
438,Bonsly,21,Slam,level-up,15,black-2-white-2
438,Bonsly,33,Tackle,level-up,5,legends-arceus
438,Bonsly,38,Double-Edge,level-up,37,legends-arceus
438,Bonsly,88,Rock Throw,level-up,8,sword-shield
438,Bonsly,157,Rock Slide,level-up,15,legends-arceus
438,Bonsly,185,Feint Attack,level-up,19,black-2-white-2
438,Bonsly,205,Rollout,level-up,1,legends-arceus
438,Bonsly,317,Rock Tomb,level-up,20,sword-shield
